PMF_Time_Start_UTC	PMF_Time_Stop_UTC	HOA	BBOA	OOA1_BB	OOA2	OOA3_BB-aq
07/05/2013 13:09	07/05/2013 13:14	0.156442977	0.061895432	0.345059622	1.365026601	0.599645325
07/05/2013 13:14	07/05/2013 13:18	0.228876567	0.092810174	0.54346602	1.214083921	0.56542548
07/05/2013 13:18	07/05/2013 13:23	0.142621351	0.097981236	0.380179851	1.306949464	0.5680624
07/05/2013 13:23	07/05/2013 13:28	0.119575043	0.138625645	0.366121346	1.327324982	0.597695898
07/05/2013 13:28	07/05/2013 13:32	0.12079135	0.116725711	0.392768959	1.357845768	0.571259873
07/05/2013 13:32	07/05/2013 13:37	0.134032928	0.165054614	0.271672528	1.300602089	0.52466965
07/05/2013 13:37	07/05/2013 13:42	0.118971331	0.12422781	0.384766781	1.202469136	0.508994316
07/05/2013 13:42	07/05/2013 13:46	0.137260289	0.100408985	0.329437984	1.202142172	0.490573632
07/05/2013 13:46	07/05/2013 13:51	0.105933237	0.117241581	0.361053389	1.262673167	0.508884804
07/05/2013 13:51	07/05/2013 13:56	0.115647586	0.13273743	0.303775673	1.3097455	0.487407227
07/05/2013 13:56	07/05/2013 14:00	0.092336521	0.075630177	0.35276838	1.203970541	0.475078311
07/05/2013 14:00	07/05/2013 14:05	0.107079027	0.074005196	0.29780968	1.328178835	0.464156412
07/05/2013 14:05	07/05/2013 14:10	0.145733942	0.070920882	0.364825467	1.213269046	0.454993515
07/05/2013 14:10	07/05/2013 14:14	0.078422493	0.098834126	0.320204273	1.310927789	0.433475034
07/05/2013 14:14	07/05/2013 14:19	0.089065797	0.097204928	0.348457971	1.20773913	0.39033913
07/05/2013 14:19	07/05/2013 14:24	0.09759971	0.069702899	0.314417391	1.23997971	0.418144928
07/05/2013 14:24	07/05/2013 14:28	0.089242899	0.052117101	0.292875362	1.171211594	0.283757971
