PMF_Time_Start_UTC	PMF_Time_Stop_UTC	HOA	COA	BBOA	OOA1	OOA2
19/01/2021 23:46	19/01/2021 23:51	1.045566598	0.481306865	2.158915969	0.687826056	2.294249349
19/01/2021 23:51	19/01/2021 23:56	1.163804523	0.428487042	2.269584038	0.620651808	2.338090925
19/01/2021 23:56	19/01/2021 23:59	1.010787005	0.714850083	1.780155315	0.959265894	2.020827018
19/01/2021 23:59	20/01/2021 0:03	1.312805671	0.598437211	2.270515384	0.913878467	2.248962028
20/01/2021 0:03	20/01/2021 0:08	1.222288373	0.489132087	2.30581689	0.747947718	2.3039848
20/01/2021 0:08	20/01/2021 0:12	1.254687721	0.514874517	2.369760497	0.653116367	2.562788224
20/01/2021 0:12	20/01/2021 0:17	1.200880697	0.581849444	2.285449841	0.636276515	2.326814415
20/01/2021 0:17	20/01/2021 0:22	1.305562185	0.575287594	2.381913356	1.027330442	2.262466618
20/01/2021 0:22	20/01/2021 0:26	1.311598552	0.593586681	2.447774567	0.720240208	2.62541318
20/01/2021 0:26	20/01/2021 0:31	1.324158467	0.454033786	2.564591235	0.954356083	2.347844359
20/01/2021 0:31	20/01/2021 0:36	1.356713872	0.441469627	2.596986688	0.744807874	2.587748993
20/01/2021 0:36	20/01/2021 0:40	1.403939389	0.448500636	2.569114878	0.993074981	2.458720662
20/01/2021 0:40	20/01/2021 0:45	1.499768086	0.585884574	2.566477805	0.935456376	2.238538609
20/01/2021 0:45	20/01/2021 0:50	1.480555358	0.561551254	2.715925983	0.644473285	2.56727546
20/01/2021 0:50	20/01/2021 0:54	1.686550268	0.564729478	2.750912266	0.513290206	2.664717967
20/01/2021 0:54	20/01/2021 0:59	1.679092825	0.465497711	2.871819029	0.971324762	2.395491949
20/01/2021 0:59	20/01/2021 1:04	1.771509521	0.443259493	2.975997855	0.886052213	2.549301141
20/01/2021 1:04	20/01/2021 1:08	1.808816917	0.470188461	3.154241021	0.767179704	2.688909176
20/01/2021 1:08	20/01/2021 1:13	1.838105616	0.520764282	3.175863322	0.869358689	2.508361241
20/01/2021 1:13	20/01/2021 1:18	1.81221861	0.592199754	3.035119611	1.120183416	2.277936572
20/01/2021 1:18	20/01/2021 1:22	1.81246387	0.499716857	3.050188188	1.108982706	2.405468095
20/01/2021 1:22	20/01/2021 1:27	1.821928193	0.433648667	3.183128477	0.878130249	2.747648938
20/01/2021 1:27	20/01/2021 1:32	1.732221204	0.526803484	2.989736395	1.077062056	2.378408286
20/01/2021 1:32	20/01/2021 1:36	1.772586561	0.593400685	2.878174952	1.045308289	2.485843698
20/01/2021 1:36	20/01/2021 1:41	1.867879892	0.602312878	3.1799684	0.893551137	2.70296855
20/01/2021 1:41	20/01/2021 1:46	1.839399477	0.605631347	3.16336904	0.597243093	2.828665423
20/01/2021 1:46	20/01/2021 1:50	1.891117966	0.652134966	3.226172742	0.902346409	2.87841173
20/01/2021 1:50	20/01/2021 1:55	1.76861498	0.700737957	3.253379244	0.616570589	3.136595564
20/01/2021 1:55	20/01/2021 2:00	1.869338295	0.773045788	3.31678081	0.921503298	2.810301384
20/01/2021 2:00	20/01/2021 2:04	1.831629738	0.830482845	3.007461999	1.218928922	2.16961634
20/01/2021 2:04	20/01/2021 2:09	1.719681435	0.675606643	3.074045351	1.159045845	2.231102646
20/01/2021 2:09	20/01/2021 2:14	1.946966454	0.688346955	3.275312589	0.714972698	2.602305916
20/01/2021 2:14	20/01/2021 2:18	1.943513295	0.588704105	3.11957511	0.437056651	2.961821425
20/01/2021 2:18	20/01/2021 2:23	1.794376006	0.587762353	3.123365257	1.02325132	2.629616122
20/01/2021 2:23	20/01/2021 2:28	1.764886266	0.533265311	3.281097091	1.05103118	2.439187871
20/01/2021 2:28	20/01/2021 2:32	1.659845748	0.629666348	3.076823313	1.168007888	2.640036612
20/01/2021 2:32	20/01/2021 2:37	1.623354589	0.642164646	3.178229188	0.790894531	2.678704099
20/01/2021 2:37	20/01/2021 2:42	1.565175751	0.45891759	3.140982069	0.867856288	2.837410864
20/01/2021 2:42	20/01/2021 2:46	1.567015056	0.506089698	2.787932377	0.956464475	2.468972298
20/01/2021 2:46	20/01/2021 2:51	1.49349312	0.567527085	2.834907392	0.771775064	2.403427452
20/01/2021 2:51	20/01/2021 2:56	1.458006158	0.474532427	2.705544915	0.812080819	2.255828416
20/01/2021 2:56	20/01/2021 3:00	1.418689991	0.362677896	2.777282826	1.181346872	2.145652959
20/01/2021 3:00	20/01/2021 3:05	1.562795302	0.532142648	2.728970624	0.714480056	2.414983053
20/01/2021 3:05	20/01/2021 3:10	1.49856309	0.372384449	2.757719041	1.36568903	2.228612743
20/01/2021 3:10	20/01/2021 3:14	1.360867066	0.426636544	2.763746684	1.103715462	2.231460495
20/01/2021 3:14	20/01/2021 3:19	1.470104414	0.341826035	2.682866733	1.134318936	2.404228456
20/01/2021 3:19	20/01/2021 3:24	1.33991748	0.400504277	2.846496536	1.044454254	2.381522425
20/01/2021 3:24	20/01/2021 3:28	1.419502562	0.337827456	2.979367603	0.731151486	2.723584346
20/01/2021 3:28	20/01/2021 3:33	1.317082025	0.421903969	2.941884926	0.649953694	2.877247128
20/01/2021 3:33	20/01/2021 3:38	1.369673351	0.452265734	2.847562394	1.020725078	2.549411847
20/01/2021 3:38	20/01/2021 3:42	1.476079953	0.387867095	2.929164093	0.984385537	2.659296018
20/01/2021 3:42	20/01/2021 3:47	1.368975683	0.474867466	2.962716322	1.064066221	2.630994933
20/01/2021 3:47	20/01/2021 3:52	1.299604975	0.372201479	3.091120778	1.236564492	2.596745688
20/01/2021 3:52	20/01/2021 3:56	1.330528945	0.521184623	3.119651137	1.276863452	2.609219815
