PMF_Time_Start	PMF_Time_Stop	HOA	BBOA	LO-OOA	MO-OOA
05/01/2016 12:00	05/01/2016 13:00	0.25517923	0.11470246	1.138062	1.498047
05/01/2016 13:00	05/01/2016 14:00	0.14389949	0.45470595	0.82720166	1.1699284
05/01/2016 14:00	05/01/2016 15:00	0.10826407	0.39499193	1.046195	1.5819043
05/01/2016 15:00	05/01/2016 16:00	0.21037868	0.57383591	0.84202421	1.2076421
05/01/2016 16:00	05/01/2016 17:00	0.40587839	0.81433648	1.1498365	1.9556698
05/01/2016 17:00	05/01/2016 18:00	0.25673613	0.9234708	1.6757182	2.2835279
05/01/2016 18:00	05/01/2016 19:00	0.54657131	1.2886752	1.4612044	2.0628481
05/01/2016 19:00	05/01/2016 20:00	0.40704936	1.2041355	1.3515915	2.3056734
05/01/2016 20:00	05/01/2016 21:00	0.6114068	1.4336423	1.9768277	2.8878932
05/01/2016 21:00	05/01/2016 22:00	0.66002846	2.1696968	1.4392964	3.0640659
05/01/2016 22:00	05/01/2016 23:00	0.57044351	2.478255	2.0346987	3.2613826
05/01/2016 23:00	06/01/2016 0:00	0.63403904	2.7609224	2.1058023	3.1104271
06/01/2016 0:00	06/01/2016 1:00	0.72437936	2.8774259	2.056087	2.8973389
06/01/2016 1:00	06/01/2016 2:00	0.81894255	2.9449246	2.1021681	3.3875597
06/01/2016 2:00	06/01/2016 3:00	0.88751	2.3038516	1.8245726	3.4550705
06/01/2016 3:00	06/01/2016 4:00	0.55801773	1.4735484	1.3665998	2.4745362
06/01/2016 4:00	06/01/2016 5:00	0.51306587	0.98997313	1.2105368	1.9341973
06/01/2016 5:00	06/01/2016 6:00	0.43015289	0.96326005	1.3790249	1.9586693
06/01/2016 6:00	06/01/2016 7:00	0.44503188	0.84839046	0.93834788	1.5584718
06/01/2016 7:00	06/01/2016 8:00	0.37425715	0.81280565	0.85086411	1.3516934
06/01/2016 8:00	06/01/2016 9:00	0.24168313	0.67379951	1.357319	1.825214
06/01/2016 9:00	06/01/2016 10:00	0.41343683	0.94465774	1.1225653	1.6028641
06/01/2016 10:00	06/01/2016 11:00	0.42531031	0.91893631	1.4621521	2.0678959
06/01/2016 11:00	06/01/2016 12:00	0.38332504	1.1412331	1.2253168	1.9689573
06/01/2016 12:00	06/01/2016 13:00	0.51673353	0.83285534	1.9210374	2.2776203
06/01/2016 13:00	06/01/2016 14:00	0.49550906	0.78373104	1.2950701	2.2636313
06/01/2016 14:00	06/01/2016 15:00	0.36632526	0.90494817	1.2114975	1.9752266
06/01/2016 15:00	06/01/2016 16:00	0.31733665	0.71268004	1.1875267	1.6956229
06/01/2016 16:00	06/01/2016 17:00	0.35175359	0.63191992	1.0353189	1.3960301
06/01/2016 17:00	06/01/2016 18:00	0.35753122	0.2778686	0.78239286	1.2695117
06/01/2016 18:00	06/01/2016 19:00	0.13711588	0.4932372	0.72084755	1.1289593
06/01/2016 19:00	06/01/2016 20:00	0.2610147	0.80336958	0.29639208	0.75597292
06/01/2016 20:00	06/01/2016 21:00	0.18053927	0.51447648	0.48011583	0.54669869
06/01/2016 21:00	06/01/2016 22:00	0.12498257	0.45358184	0.25681263	0.33925283
06/01/2016 22:00	06/01/2016 23:00	0.11863808	0.09972994	0.30653331	0.51026982
06/01/2016 23:00	07/01/2016 0:00	0.007846884	0.10581562	0.55429304	0.37481979
07/01/2016 0:00	07/01/2016 1:00	0.10802775	0.026859473	0.15059434	0.1889464
07/01/2016 1:00	07/01/2016 2:00	0.050862197	0.10445428	0.15007868	0.15992086
07/01/2016 2:00	07/01/2016 3:00	0.044856563	0.051874846	0.050342694	0.054832865
07/01/2016 3:00	07/01/2016 4:00	0.068691835	0.050742153	0.19983758	0.12429263
07/01/2016 4:00	07/01/2016 5:00	0.037455734	0.045183092	0.020252813	0.046134759
07/01/2016 5:00	07/01/2016 6:00	0.004505557	0.28698567	0.077426076	0.10692364
07/01/2016 6:00	07/01/2016 7:00	0.03676264	0.022637779	0.14931273	0.17552915
07/01/2016 7:00	07/01/2016 8:00	0.17262739	0.02851446	0.063716397	0.20918292
07/01/2016 8:00	07/01/2016 9:00	0.017870864	0.3845619	0.25458136	0.45940873
07/01/2016 9:00	07/01/2016 10:00	0.12153637	0.28903428	0.30552033	0.54443002
07/01/2016 10:00	07/01/2016 11:00	0.11604112	0.33833763	0.34934321	0.38615412
07/01/2016 11:00	07/01/2016 12:00	0.15932205	0.26992628	0.24621907	0.23114128
07/01/2016 12:00	07/01/2016 13:00	0.013576546	0.53628612	0.10168602	0.16855097
07/01/2016 13:00	07/01/2016 14:00	0.18727344	0.33329317	0.57183945	0.73378855
07/01/2016 14:00	07/01/2016 15:00	0.091525555	0.72303265	0.67645198	0.93487853
07/01/2016 15:00	07/01/2016 16:00	0.13440272	0.40096554	0.69270355	1.0021639
07/01/2016 16:00	07/01/2016 17:00	0.069564901	0.58329403	0.84185195	1.358747
07/01/2016 17:00	07/01/2016 18:00	0.034590401	0.59565109	0.38748249	0.51309377
07/01/2016 18:00	07/01/2016 19:00	0.11930782	0.29261547	0.38827983	0.70020723
07/01/2016 19:00	07/01/2016 20:00	0.091075577	0.54725271	0.44866624	0.67105532
07/01/2016 20:00	07/01/2016 21:00	0.21217605	0.26403016	0.50106037	0.72451115
07/01/2016 21:00	07/01/2016 22:00	0.10472789	0.33180785	0.44791898	0.5477404
07/01/2016 22:00	07/01/2016 23:00	0.023853349	0.63571805	0.11777712	0.11514058
07/01/2016 23:00	08/01/2016 0:00	0.25991577	0.10283505	0.29989067	0.30096745
08/01/2016 0:00	08/01/2016 1:00	0.023437487	0.49071017	0.22551376	0.22851606
08/01/2016 1:00	08/01/2016 2:00	0	0.56402028	0.086378403	0.14217022
08/01/2016 2:00	08/01/2016 3:00	0.055411249	0.12225599	0.34623706	0.39737704
08/01/2016 3:00	08/01/2016 4:00	0.041990411	0.084861003	0.19771047	0.40521905
08/01/2016 4:00	08/01/2016 5:00	0.034859005	0.15456654	0.31310079	0.27135667
08/01/2016 5:00	08/01/2016 6:00	0.000496236	0.16372651	0.44145545	0.38802826
08/01/2016 6:00	08/01/2016 7:00	0.15081972	0.19174795	0.13966097	0.25144607
08/01/2016 7:00	08/01/2016 8:00	0.21606836	0.062009234	0.40593186	0.55374545
08/01/2016 8:00	08/01/2016 9:00	0.018750448	0.39873844	0.62914526	0.9588185
08/01/2016 9:00	08/01/2016 10:00	0.21140113	0.38093853	0.57782036	0.6433087
08/01/2016 10:00	08/01/2016 11:00	0.099506967	0.44825798	0.42374653	0.80475235
08/01/2016 11:00	08/01/2016 12:00	0.13304417	0.52735603	0.74706602	1.1939499
08/01/2016 12:00	08/01/2016 13:00	0.17933805	0.217521	0.38463497	0.94335276
08/01/2016 13:00	08/01/2016 14:00	0.092887051	0.24604034	0.55282897	0.9446345
08/01/2016 14:00	08/01/2016 15:00	0.026697325	0.54057509	0.6355139	0.57553583
08/01/2016 15:00	08/01/2016 16:00	0.21336015	0.47822544	0.52861655	0.74430454
08/01/2016 16:00	08/01/2016 17:00	0.26405257	0.33286473	0.84078908	1.5760076
08/01/2016 17:00	08/01/2016 18:00	0.28797823	0.82059872	0.94646811	1.5821686
08/01/2016 18:00	08/01/2016 19:00	0.32833388	1.5166208	0.99609804	1.4392593
08/01/2016 19:00	08/01/2016 20:00	0.74566007	1.4484491	1.3122734	1.7915964
08/01/2016 20:00	08/01/2016 21:00	0.55455428	1.6845	1.0086474	1.5312347
08/01/2016 21:00	08/01/2016 22:00	0.26261806	0.95172495	0.54211169	0.96470118
08/01/2016 22:00	08/01/2016 23:00	0.089431852	0.67280853	0.96031839	1.23562
08/01/2016 23:00	09/01/2016 0:00	0.23203339	0.54314756	0.4829731	0.69674021
09/01/2016 0:00	09/01/2016 1:00	0.26175803	0.21565242	0.75152397	1.0313685
09/01/2016 1:00	09/01/2016 2:00	0.053474028	0.71889937	0.62022072	0.90744466
09/01/2016 2:00	09/01/2016 3:00	0.10200863	0.70466769	0.59681547	1.0414307
09/01/2016 3:00	09/01/2016 4:00	0.44465518	0.24689966	0.34742507	0.86833614
09/01/2016 4:00	09/01/2016 5:00	0.082858928	0.63143069	0.73346376	1.1900772
09/01/2016 5:00	09/01/2016 6:00	0.12176888	0.82955623	0.28282061	0.57215381
09/01/2016 6:00	09/01/2016 7:00	0.29669294	0.57903737	0.50406402	1.1856703
09/01/2016 7:00	09/01/2016 8:00	0.12756631	0.76369965	1.0945483	1.7287555
09/01/2016 8:00	09/01/2016 9:00	0.421417	1.0110221	0.82099122	1.4963701
09/01/2016 9:00	09/01/2016 10:00	0.2980473	0.67729068	1.2104245	2.0259635
09/01/2016 10:00	09/01/2016 11:00	0.34864652	0.57787073	0.97686273	1.8235009
09/01/2016 11:00	09/01/2016 12:00	1.0491606	1.2119979	1.537614	2.4076588
09/01/2016 12:00	09/01/2016 13:00	1.3135242	1.4215331	1.3412572	2.7128994
09/01/2016 13:00	09/01/2016 14:00	1.1997739	2.5855215	2.2367265	3.6760795
09/01/2016 14:00	09/01/2016 15:00	1.5228097	3.1490078	2.0970011	2.796921
09/01/2016 15:00	09/01/2016 16:00	2.3275771	3.1425459	2.1241565	3.0954113
09/01/2016 16:00	09/01/2016 17:00	2.7260854	3.996882	2.215117	2.8393142
09/01/2016 17:00	09/01/2016 18:00	1.7620256	3.6385589	1.9517562	2.6585059
09/01/2016 18:00	09/01/2016 19:00	1.9592675	3.7669463	2.1837971	2.0738351
09/01/2016 19:00	09/01/2016 20:00	2.9076722	4.6467633	2.4524491	2.3548825
09/01/2016 20:00	09/01/2016 21:00	3.5430553	4.8739424	2.5434296	2.3226864
09/01/2016 21:00	09/01/2016 22:00	3.7933815	6.1687784	2.9629135	2.4711034
09/01/2016 22:00	09/01/2016 23:00	3.5496881	5.7416401	2.6791251	1.761923
09/01/2016 23:00	10/01/2016 0:00	3.5987341	5.9437385	2.9538879	1.4258075
10/01/2016 0:00	10/01/2016 1:00	2.8107219	6.2937694	3.0449197	1.4873488
10/01/2016 1:00	10/01/2016 2:00	2.189779	5.9713311	2.5882764	1.8521106
10/01/2016 2:00	10/01/2016 3:00	2.3664131	6.0972748	3.3683486	2.211833
10/01/2016 3:00	10/01/2016 4:00	2.1509054	7.5582314	3.3101864	2.0686269
10/01/2016 4:00	10/01/2016 5:00	2.2771235	7.5765572	3.4860196	1.8968674
10/01/2016 5:00	10/01/2016 6:00	2.1729207	7.6179905	3.1738725	2.0437336
10/01/2016 6:00	10/01/2016 7:00	2.1064422	7.8093696	3.98704	2.0976419
10/01/2016 7:00	10/01/2016 8:00	2.1027207	7.3528085	3.6081593	2.4527497
10/01/2016 8:00	10/01/2016 9:00	1.8362271	7.205719	3.6909456	2.4417405
10/01/2016 9:00	10/01/2016 10:00	1.5589087	6.2173309	3.4992154	2.7161033
10/01/2016 10:00	10/01/2016 11:00	1.56762	5.4270883	4.0917125	3.6211257
10/01/2016 11:00	10/01/2016 12:00	1.5645605	5.5817885	3.5996654	3.6649661
10/01/2016 12:00	10/01/2016 13:00	1.3246404	4.1186223	2.8890574	2.9249558
10/01/2016 13:00	10/01/2016 14:00	1.8931218	5.0300031	3.1334257	3.4237449
10/01/2016 14:00	10/01/2016 15:00	1.9764791	5.0409808	3.812578	4.0027308
10/01/2016 15:00	10/01/2016 16:00	1.4007229	5.8421292	3.8648317	3.708318
10/01/2016 16:00	10/01/2016 17:00	1.7884401	5.8430552	3.5649421	3.3177924
10/01/2016 17:00	10/01/2016 18:00	2.0653977	5.7213345	3.7926152	3.0285637
10/01/2016 18:00	10/01/2016 19:00	1.8384297	4.8894148	3.4462466	3.1180868
10/01/2016 19:00	10/01/2016 20:00	1.0084156	3.0245385	2.1200106	2.4658165
10/01/2016 20:00	10/01/2016 21:00	0.80861378	2.4682271	1.9528296	2.4364767
10/01/2016 21:00	10/01/2016 22:00	0.79181755	2.7590151	1.9534223	2.5252707
10/01/2016 22:00	10/01/2016 23:00	0.63867146	2.4186914	1.86775	2.5620935
10/01/2016 23:00	11/01/2016 0:00	0.6712237	2.2501414	1.7833912	2.0609994
11/01/2016 0:00	11/01/2016 1:00	0.76943362	2.3298712	2.0704427	2.5301368
11/01/2016 1:00	11/01/2016 2:00	0.64595073	2.0610604	1.5461729	1.9899373
11/01/2016 2:00	11/01/2016 3:00	0.73527563	1.9211285	1.7236413	2.1050456
11/01/2016 3:00	11/01/2016 4:00	0.65176868	2.1770942	1.7222657	2.3160584
11/01/2016 4:00	11/01/2016 5:00	0.741207	1.7742752	1.6885451	2.2796423
11/01/2016 5:00	11/01/2016 6:00	0.56941158	1.6710831	1.6332949	1.9561929
11/01/2016 6:00	11/01/2016 7:00	0.67155766	1.921683	1.410602	1.9587225
11/01/2016 7:00	11/01/2016 8:00	0.60843849	2.0601389	1.6452448	2.240232
11/01/2016 8:00	11/01/2016 9:00	0.65034276	2.2844048	1.7753893	2.3041975
11/01/2016 9:00	11/01/2016 10:00	0.64465541	1.6987805	2.0284605	2.4678779
11/01/2016 10:00	11/01/2016 11:00	0.66181445	1.5168774	1.74239	2.5709999
11/01/2016 11:00	11/01/2016 12:00	0.92568928	1.5247433	1.8603363	2.3540509
11/01/2016 12:00	11/01/2016 13:00	0.54696006	1.5173756	1.8993731	2.5508091
11/01/2016 13:00	11/01/2016 14:00	0.48554805	0.56302238	1.0524209	1.3430189
11/01/2016 14:00	11/01/2016 15:00	0.47434092	0.90681428	1.2038368	1.6053786
11/01/2016 15:00	11/01/2016 16:00	0.52702415	1.6541898	1.5546644	1.9283068
11/01/2016 16:00	11/01/2016 17:00	0.66811919	1.8091804	1.2017472	1.6637802
11/01/2016 17:00	11/01/2016 18:00	0.86662185	2.5696034	2.0090055	1.5224234
11/01/2016 18:00	11/01/2016 19:00	1.3314878	2.9405465	1.7879307	1.7878847
11/01/2016 19:00	11/01/2016 20:00	1.4064618	2.9469075	1.8807209	1.0070684
11/01/2016 20:00	11/01/2016 21:00	1.0480084	3.100553	1.8661548	1.5728409
11/01/2016 21:00	11/01/2016 22:00	0.97579736	3.2191379	1.8610506	1.5989797
11/01/2016 22:00	11/01/2016 23:00	1.2560687	3.0105393	2.0580101	1.7768832
11/01/2016 23:00	12/01/2016 0:00	1.8380229	4.2044787	2.2632689	1.3838634
12/01/2016 0:00	12/01/2016 1:00	2.1892595	4.9947696	2.3216221	0.81162125
12/01/2016 1:00	12/01/2016 2:00	2.0794518	4.7065554	2.3545675	0.77660024
12/01/2016 2:00	12/01/2016 3:00	1.4162381	3.5647113	2.0204165	1.1172996
12/01/2016 3:00	12/01/2016 4:00	1.1074681	3.050786	1.8519554	1.1684107
12/01/2016 4:00	12/01/2016 5:00	0.78314328	2.86165	1.8677473	1.1551069
12/01/2016 5:00	12/01/2016 6:00	1.1347059	2.8599608	1.6331449	1.2985038
12/01/2016 6:00	12/01/2016 7:00	0.65832657	2.3835998	1.4596989	1.035692
12/01/2016 7:00	12/01/2016 8:00	0.6819697	2.2437344	1.0124422	0.65574765
12/01/2016 8:00	12/01/2016 9:00	0.24099174	1.6251552	1.0002499	0.83217019
12/01/2016 9:00	12/01/2016 10:00	0.32958293	1.0401244	0.57247901	0.45685947
12/01/2016 10:00	12/01/2016 11:00	0.24929634	0.26644862	0.42258593	0.50632703
12/01/2016 11:00	12/01/2016 12:00	0.055908032	0.37721461	0.3420822	0.4876895
12/01/2016 12:00	12/01/2016 13:00	0	0.1967321	0.52679384	0.46568462
12/01/2016 13:00	12/01/2016 14:00	0.024782272	0.220985	0.24499074	0.33689716
12/01/2016 15:00	12/01/2016 16:00	0.048459783	0.23959687	0.21661767	0.24060322
12/01/2016 16:00	12/01/2016 17:00	0.070912018	0.31380948	0.13886037	0.1666487
12/01/2016 17:00	12/01/2016 18:00	0.12722576	0.76759404	0.45861009	0.63031989
12/01/2016 18:00	12/01/2016 19:00	0.19093178	0.88262022	0.56551927	0.5630911
12/01/2016 19:00	12/01/2016 20:00	0.3219597	1.0103891	0.73041481	0.62352371
12/01/2016 20:00	12/01/2016 21:00	0.22160977	1.1387967	0.73986119	0.64804161
12/01/2016 21:00	12/01/2016 22:00	0.14541982	0.64104253	0.68444556	0.79209626
12/01/2016 22:00	12/01/2016 23:00	0.21308443	0.4726724	0.52396506	0.58726853
12/01/2016 23:00	13/01/2016 0:00	0.22219276	0.40808749	0.6576637	0.89233547
13/01/2016 0:00	13/01/2016 1:00	0.25327536	0.12732294	0.31852269	0.54294318
13/01/2016 1:00	13/01/2016 2:00	0.20876352	0.13780932	0.15608309	0.37179247
13/01/2016 2:00	13/01/2016 3:00	0.031732734	0.28223357	0.21986975	0.38069069
13/01/2016 3:00	13/01/2016 4:00	0.007538197	0.16996218	0.49308783	0.50064886
13/01/2016 4:00	13/01/2016 5:00	0	0.32938185	0.46370438	0.47712395
13/01/2016 5:00	13/01/2016 6:00	0.027592476	0.32139727	0.25160143	0.47809437
13/01/2016 6:00	13/01/2016 7:00	0.03888721	0.22372487	0.17351991	0.14618611
13/01/2016 7:00	13/01/2016 8:00	0.15455052	0.29392001	0.11146573	0.22906826
13/01/2016 8:00	13/01/2016 9:00	0.058349419	0.28287399	0.2046542	0.33492592
13/01/2016 9:00	13/01/2016 10:00	0.13225031	0.13571574	0.46799338	0.72656924
13/01/2016 10:00	13/01/2016 11:00	0.19144136	0.098144904	0.14237893	0.33590233
13/01/2016 11:00	13/01/2016 12:00	0.078963906	0.35787809	0.23756781	0.33551076
13/01/2016 12:00	13/01/2016 13:00	0.21877542	0.15945542	0.33140281	0.2719222
13/01/2016 13:00	13/01/2016 14:00	0.16870551	0.35650992	0.4585256	0.54742259
13/01/2016 14:00	13/01/2016 15:00	0.18805192	0.40632826	0.37700465	0.48089311
13/01/2016 15:00	13/01/2016 16:00	0.14063337	0.35434279	0.62843931	0.45283237
13/01/2016 16:00	13/01/2016 17:00	0.35781941	0.62688345	0.70880437	0.85888886
