PMF_m/z	HOA	COA	BBOA	OOA1	OOA2
59.0735	9.09991E-05	0.00018122	0.000145935	4.18633E-05	0.000372033
59.967	1.56758E-05	0.000149709	5.96865E-05	9.36657E-05	5.21506E-05
60.0211	0.000507811	0.00640989	0.0168335	0.0036232	0.00702037
60.0449	8.63167E-05	0.000793276	0.00145025	0.000406099	0.000922749
61.0078	0.000176494	0.000625978	0.000681234	0.000521262	0.000350501
61.0289	0.000118981	0.00117996	0.00232655	0.00106037	0.00186268
62.0157	0.000495643	0.00240795	0.00214755	0.00125526	0.000902784
62.0368	4.23764E-05	1.10393E-11	0.000275152	0.000158935	0.000172211
63.0046	0.000115089	0.00167575	0.000089033	0.000806444	0.00407382
63.0235	0.00114688	0.00603982	0.00449773	0.00193976	2.28258E-05
63.032	0.000218657	0.000828352	0.0010429	0.000502988	0.00120786
64.0313	0.000287086	0.00437996	0.00176157	0.000815139	0.000722303
65.0027	2.93036E-05	0.000214559	0.00012403	0.000325349	0.000221114
65.0391	0.00408721	0.0103474	0.00763677	0.00419679	0.00269977
66.0106	2.15191E-05	0.0017952	0.000796687	5.08E-04	0.000499752
66.047	0.00191486	0.0048292	0.00327952	0.00213204	0.00141314
