PMF_Time_Start_UTC	PMF_Time_Stop_UTC	HOA	COA	BBOA	OOA1	OOA2	OOA3
14/05/2014 4:36	14/05/2014 6:36	0.1606203	0.10450534	0.014785791	0.5505383	0	0.4686425
14/05/2014 4:40	14/05/2014 6:40	0.13096756	0.1047335	0.009256352	0.5509103	0.024946909	0.4512174
14/05/2014 4:45	14/05/2014 6:45	0.19609391	0.11311807	0.024273899	0.5843066	0.010682011	0.4140918
14/05/2014 4:50	14/05/2014 6:50	0.16941655	0.11411441	0.020492457	0.579638	0.020113637	0.4600524
14/05/2014 4:54	14/05/2014 6:54	0.18397136	0.1019931	0.013695924	0.5600987	0	0.450337
14/05/2014 4:59	14/05/2014 6:59	0.19954235	0.029139163	0.02638131	0.6507458	0	0.4041315
14/05/2014 5:04	14/05/2014 7:04	0.18603999	0.18162373	0.011589319	0.5189927	0.003848185	0.5346725
14/05/2014 5:08	14/05/2014 7:08	0.24930851	0.09044405	0.010795688	0.5430797	0.03246103	0.4868612
14/05/2014 5:13	14/05/2014 7:13	0.18470699	0.14906474	0.011825632	0.4995836	0.03051795	0.4616055
14/05/2014 5:18	14/05/2014 7:18	0.27347797	0.17993764	0.010638301	0.5489511	0	0.483631
14/05/2014 5:22	14/05/2014 7:22	0.15582832	0.1655648	0.008224331	0.5174489	0.027133246	0.4553714
14/05/2014 5:27	14/05/2014 7:27	0.14601868	0.14508434	0.018451138	0.4830079	0.03940813	0.5028417
14/05/2014 5:32	14/05/2014 7:32	0.159882133	0.098817157	0.000157329	0.379297511	0.138776198	0.507030996
14/05/2014 5:36	14/05/2014 7:36	0.131223099	0.065718956	0	0.476460664	0.059555602	0.444159445
14/05/2014 5:41	14/05/2014 7:41	0.10674571	0.12578591	0.00377301	0.4489296	0.04593921	0.5258313
14/05/2014 5:46	14/05/2014 7:46	0.12189851	0.10203216	0.004323911	0.5202792	0.06344181	0.5112396
14/05/2014 5:50	14/05/2014 7:50	0.14752063	0.0735878	0.006096243	0.5482691	0.10106124	0.404612
14/05/2014 5:55	14/05/2014 7:55	0.15064946	0.11077633	0.013835145	0.4910028	0.06967529	0.516832
14/05/2014 6:00	14/05/2014 8:00	0.15103417	0.18266254	0	0.4958171	0.0342302	0.5299636
14/05/2014 6:04	14/05/2014 8:04	0.19224557	0.12552024	0	0.4167237	0.02117424	0.6371585
14/05/2014 6:09	14/05/2014 8:09	0.22046642	0.12218216	0.018151616	0.4700871	0.04500425	0.6190576
14/05/2014 6:14	14/05/2014 8:14	0.24110188	0.14577409	0.027187744	0.495411	0	0.545972
14/05/2014 6:18	14/05/2014 8:18	0.3142749	0.19478912	0.009106777	0.5226941	0.05540351	0.6868081
14/05/2014 6:23	14/05/2014 8:23	0.25946132	0	0.009636009	0.7862809	0	0.3705306
14/05/2014 6:28	14/05/2014 8:28	0.3150809	0.12029519	0.014850643	0.5321863	0	0.5241573
14/05/2014 6:32	14/05/2014 8:32	0.3157567	0.22437273	0.013554626	0.4483344	0.03661286	0.5356118
14/05/2014 6:37	14/05/2014 8:37	0.26633185	0.17535615	0.005547202	0.439766	0.06972644	0.5397472
14/05/2014 6:42	14/05/2014 8:42	0.4299669	0.17806431	0.016786593	0.457312	0	0.6162335
14/05/2014 6:46	14/05/2014 8:46	0.409541	0.18428074	0.010153678	0.4815106	0.03352247	0.4688223
14/05/2014 6:51	14/05/2014 8:51	0.3326486	0.21490316	0.01353026	0.4547886	0.0058683	0.5629228
14/05/2014 6:56	14/05/2014 8:56	0.3492026	0.19989854	0	0.4876331	0.06938699	0.4353919
14/05/2014 7:00	14/05/2014 9:00	0.3412511	0.26037737	0.012592851	0.4544352	0.006505133	0.5811818
14/05/2014 7:05	14/05/2014 9:05	0.372434	0.14861834	0.016886568	0.5527951	0	0.4808286
14/05/2014 7:10	14/05/2014 9:10	0.25164963	0.23293958	0.002424374	0.4569927	0	0.5080621
14/05/2014 7:14	14/05/2014 9:14	0.30185506	0.03999341	0.001825243	0.6163172	0	0.3617452
14/05/2014 7:19	14/05/2014 9:19	0.279403	0.11960203	0	0.4488521	0.03198177	0.3965458
14/05/2014 7:24	14/05/2014 9:24	0.21162863	0	0.002226851	0.6949921	0	0.20270962
14/05/2014 7:28	14/05/2014 9:28	0.5095377	0.5160384	0	0.423584	0	0.2777414
14/05/2014 7:33	14/05/2014 9:33	0.239188774	0.192565811	0.003806696	0.386854189	0	0.406055276
